	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S09\WOW\S09_WOW-L-R_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S09\WOW\S09_WOW-L-R_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S09\WOW\S09_WOW-L-R_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S09\WOW\S09_WOW-L-R_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S09\WOW\S09_WOW-L-R_G_02.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	-0.411343	-1.858030	0.794107	-2.451343	-1.314161
2	-1.522217	-2.901810	-0.271432	-3.459181	-2.463524
3	-2.460028	-3.722934	-1.194197	-4.291021	-3.383418
4	-3.187941	-4.311228	-1.935732	-4.916573	-4.054855
5	-3.702533	-4.690176	-2.486347	-5.337753	-4.497345
6	-4.025226	-4.903893	-2.860354	-5.581011	-4.754715
7	-4.190360	-5.001423	-3.086192	-5.683678	-4.875331
8	-4.234072	-5.023223	-3.197595	-5.680596	-4.898546
9	-4.186678	-4.994823	-3.226470	-5.597719	-4.850970
10	-4.070527	-4.927999	-3.195821	-5.452375	-4.748340
11	-3.901659	-4.826124	-3.117589	-5.256824	-4.599559
12	-3.692369	-4.689795	-2.997698	-5.022012	-4.410963
13	-3.453578	-4.520535	-2.842666	-4.760538	-4.189065
14	-3.194972	-4.322184	-2.661468	-4.487349	-3.941736
15	-2.923814	-4.101409	-2.463357	-4.216592	-3.679203
16	-2.646025	-3.867720	-2.256219	-3.959658	-3.414379
17	-2.369549	-3.633759	-2.046659	-3.725854	-3.161485
18	-2.105700	-3.413847	-1.841157	-3.521583	-2.933504
19	-1.866627	-3.219854	-1.646896	-3.348377	-2.738995
20	-1.661928	-3.057779	-1.470936	-3.203582	-2.579267
21	-1.496106	-2.926906	-1.318744	-3.083227	-2.448413
22	-1.367736	-2.821362	-1.193014	-2.983804	-2.336424
23	-1.270665	-2.732617	-1.093176	-2.901505	-2.232610
24	-1.196059	-2.651855	-1.015802	-2.830470	-2.127890
25	-1.134005	-2.571818	-0.955046	-2.763044	-2.016593
26	-1.074979	-2.488586	-0.903705	-2.692771	-1.898475
27	-1.011734	-2.402552	-0.855140	-2.617148	-1.778017
28	-0.940672	-2.317452	-0.804745	-2.536841	-1.661205
29	-0.862164	-2.237535	-0.750455	-2.453132	-1.553008
30	-0.779515	-2.164889	-0.692522	-2.367431	-1.455478
31	-0.697347	-2.098619	-0.632901	-2.282000	-1.367347
32	-0.620052	-2.035787	-0.574430	-2.199655	-1.286031
33	-0.550647	-1.972910	-0.519606	-2.122075	-1.208887
34	-0.490797	-1.907437	-0.469932	-2.047698	-1.132481
35	-0.441379	-1.838284	-0.425917	-1.972555	-1.052980
36	-0.403213	-1.764735	-0.386412	-1.892667	-0.967904
37	-0.377189	-1.685038	-0.348447	-1.804841	-0.877436
38	-0.363364	-1.596745	-0.308871	-1.706783	-0.784064
39	-0.359352	-1.497824	-0.265477	-1.597259	-0.691861
40	-0.359986	-1.387207	-0.216589	-1.476260	-0.605286
41	-0.359131	-1.264253	-0.160966	-1.344809	-0.526241
42	-0.351983	-1.129697	-0.097702	-1.204104	-0.452427
43	-0.336459	-0.986647	-0.026017	-1.055433	-0.378876
44	-0.312757	-0.840191	0.054170	-0.900886	-0.301168
45	-0.282040	-0.695805	0.141302	-0.743665	-0.217214
46	-0.245457	-0.557326	0.232588	-0.587966	-0.126658
47	-0.204011	-0.425765	0.324963	-0.439693	-0.030797
48	-0.158623	-0.300300	0.416450	-0.306439	0.066294
49	-0.110302	-0.180079	0.506533	-0.193547	0.157552
50	-0.060305	-0.064977	0.592541	-0.099845	0.236031
51	-0.009878	0.044049	0.667750	-0.020175	0.299534
52	0.040213	0.145164	0.724325	0.048392	0.349694
53	0.089941	0.236261	0.757320	0.104715	0.387841
