	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S15\WOW\S15_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S15\WOW\S15_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S15\WOW\S15_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S15\WOW\S15_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S15\WOW\S15_WOW-A-nR_G_01.c3d
	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	X	X	X	X
1	146.691223	146.225815	146.121017	146.722260	146.229691
2	146.749863	146.193710	146.313370	146.705124	146.319046
3	146.749924	146.123383	146.417648	146.636093	146.357880
4	146.714005	146.038712	146.455521	146.554504	146.363541
5	146.663269	145.960464	146.453384	146.487015	146.352493
6	146.615570	145.902786	146.433090	146.446823	146.336945
7	146.583115	145.873444	146.409698	146.439163	146.324844
8	146.572250	145.874130	146.391006	146.464172	146.319595
9	146.586044	145.902618	146.379303	146.519363	146.321655
10	146.625015	145.954727	146.373642	146.600525	146.332031
11	146.686188	146.025970	146.372559	146.701645	146.352112
12	146.763947	146.111420	146.375214	146.815659	146.382629
13	146.852234	146.205444	146.381287	146.935318	146.422989
14	146.944794	146.301483	146.390457	147.053879	146.471207
15	147.034286	146.392746	146.401932	147.164993	146.524139
16	147.112793	146.472382	146.413040	147.261368	146.576874
17	147.174622	146.533768	146.418930	147.336151	146.622391
18	147.218216	146.573639	146.414856	147.385956	146.655121
19	147.245743	146.594376	146.398758	147.411026	146.674362
20	147.261215	146.602234	146.371124	147.413696	146.683151
21	147.268417	146.603867	146.334412	147.397690	146.684174
22	147.270920	146.604385	146.292404	147.367233	146.677597
23	147.271057	146.606705	146.249832	147.325974	146.662003
24	147.268936	146.611404	146.211411	147.275986	146.635712
25	147.263321	146.617493	146.180298	147.218414	146.597534
26	147.252563	146.622543	146.158081	147.153214	146.547241
27	147.235733	146.623077	146.144913	147.079559	146.486008
28	147.212921	146.615402	146.139343	146.995560	146.415359
29	147.184113	146.596451	146.138519	146.898438	146.335968
30	147.150299	146.563644	146.139130	146.786057	146.246536
31	147.113541	146.515442	146.138641	146.657349	146.145660
32	147.076080	146.451370	146.135544	146.513153	146.034241
33	147.039825	146.372192	146.128952	146.356384	145.915665
34	147.005966	146.279892	146.118088	146.192413	145.794312
35	146.974304	146.176773	146.102798	146.027695	145.674789
36	146.943481	146.064606	146.083084	145.868210	145.561554
37	146.912613	145.943939	146.060028	145.718262	145.458527
38	146.881958	145.814835	146.035004	145.579224	145.368256
39	146.851349	145.678406	146.009369	145.449371	145.289780
40	146.819733	145.536530	145.983521	145.325989	145.217560
41	146.784988	145.390717	145.957642	145.207520	145.144943
42	146.744461	145.242020	145.932495	145.094116	145.067917
43	146.696274	145.090378	145.909195	144.987564	144.985535
44	146.640961	144.935486	145.888840	144.889389	144.897827
45	146.580551	144.776855	145.872253	144.799881	144.803329
46	146.516373	144.611954	145.859421	144.718323	144.698837
47	146.448410	144.433655	145.848007	144.643204	144.580673
48	146.374298	144.231171	145.833023	144.571075	144.446335
49	146.289505	143.994385	145.803970	144.492340	144.294327
50	146.184845	143.718414	145.744568	144.388092	144.123566
51	146.046112	143.406952	145.637604	144.233231	143.929794
52	145.864746	143.073792	145.479416	144.011948	143.706970
53	145.643387	142.738831	145.288040	143.731735	143.453583
54	145.397064	142.421371	145.095123	143.424118	143.181931
55	145.153412	142.133286	144.928665	143.125351	142.921570
56	144.945129	141.881500	144.802887	142.862823	142.713470
57	144.785172	141.671906	144.717789	142.657257	142.582321
58	144.660797	141.506836	144.663132	142.517227	142.511536
59	144.556213	141.379700	144.620056	142.432922	142.467377
60	144.462784	141.277206	144.567444	142.381882	142.425430
61	144.373337	141.185806	144.488419	142.338226	142.368134
62	144.280258	141.099319	144.374390	142.280945	142.282730
63	144.174713	141.018173	144.229797	142.202408	142.166595
64	144.051117	140.945343	144.066025	142.108231	142.028564
65	143.912140	140.883972	143.893616	142.008621	141.881317
66	143.765274	140.836670	143.717957	141.912613	141.736313
67	143.618378	140.803513	143.539780	141.826019	141.601959
68	143.477646	140.780075	143.359314	141.751877	141.482590
69	143.346954	140.758179	143.178574	141.689392	141.380173
70	143.227539	140.730652	143.000381	141.635834	141.293472
71	143.118881	140.694275	142.826797	141.587387	141.218658
72	143.019150	140.648285	142.658478	141.540802	141.150558
73	142.925491	140.593445	142.494781	141.493851	141.084152
74	142.834427	140.531509	142.334900	141.444778	141.015579
75	142.742538	140.463928	142.176849	141.391220	140.941727
76	142.647720	140.390793	142.019012	141.330475	140.860168
77	142.548355	140.310349	141.859802	141.258911	140.770660
78	142.442230	140.220566	141.699326	141.173950	140.674164
79	142.326920	140.120758	141.538483	141.074127	140.572174
80	142.201096	140.012939	141.378311	140.959900	140.466324
81	142.065994	139.899979	141.218719	140.833389	140.357269
82	141.923798	139.785233	141.059540	140.697800	140.244812
83	141.777771	139.671097	140.901031	140.556839	140.128174
84	141.631363	139.558548	140.744217	140.413940	140.005890
85	141.487488	139.446777	140.589859	140.271439	139.875534
86	141.348892	139.334488	140.439148	140.132584	139.735596
87	141.217911	139.220169	140.292786	140.000412	139.587708
88	141.096909	139.102493	140.150894	139.876358	139.437271
89	140.986969	138.981125	140.012344	139.760193	139.292252
90	140.888641	138.856689	139.875381	139.651108	139.160797
91	140.803711	138.731354	139.738251	139.549347	139.047806
92	140.734512	138.609207	139.599533	139.457169	138.953247
93	140.681732	138.496643	139.459030	139.376144	138.873856
94	140.644867	138.400757	139.318024	139.305298	138.806320
95	140.622818	138.328995	139.178284	139.242096	138.749527
96	140.616272	138.287720	139.039200	139.184631	138.703430
97	140.625916	138.279724	138.901749	139.132294	138.667374
98	140.651962	138.302170	138.773270	139.086349	138.640945
99	140.695969	138.349731	138.667526	139.052780	138.626862
100	140.758728	138.417191	138.597656	139.040482	138.626236
101	140.838028	138.498886	138.567841	139.054337	138.636108
