	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S11\WOW\S11_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S11\WOW\S11_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S11\WOW\S11_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S11\WOW\S11_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S11\WOW\S11_WOW-L-nR_G_01.c3d Copy
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	0.385750	0.699138	1.857229	1.606217	3.626897
2	-1.588294	-0.865180	0.340600	-0.307328	1.352872
3	-3.274801	-2.270663	-1.142274	-2.131426	-0.802048
4	-4.575360	-3.419481	-2.473146	-3.707670	-2.657128
5	-5.467961	-4.265695	-3.562579	-4.932868	-4.103766
6	-5.999974	-4.816852	-4.372003	-5.778232	-5.123696
7	-6.258162	-5.117498	-4.912375	-6.279703	-5.771036
8	-6.335704	-5.228101	-5.224896	-6.509720	-6.135594
9	-6.308022	-5.207229	-5.360615	-6.548144	-6.307640
10	-6.221161	-5.100505	-5.367101	-6.462193	-6.355133
11	-6.093952	-4.936339	-5.283078	-6.297996	-6.316633
12	-5.928338	-4.728157	-5.138430	-6.081370	-6.205687
13	-5.720590	-4.481577	-4.954466	-5.824389	-6.022504
14	-5.470400	-4.202039	-4.743631	-5.533734	-5.767642
15	-5.185436	-3.899200	-4.512765	-5.217058	-5.451137
16	-4.881002	-3.588332	-4.268840	-4.886499	-5.093246
17	-4.576142	-3.288095	-4.020904	-4.559279	-4.719851
18	-4.289426	-3.015765	-3.779323	-4.255016	-4.356842
19	-4.035372	-2.784111	-3.553929	-3.990377	-4.025805
20	-3.821960	-2.599957	-3.351120	-3.774062	-3.742598
21	-3.649960	-2.462635	-3.173781	-3.606716	-3.515253
22	-3.514563	-2.364577	-3.023096	-3.483236	-3.342299
23	-3.406928	-2.294034	-2.897363	-3.395030	-3.214724
24	-3.315790	-2.236763	-2.790509	-3.330561	-3.119037
25	-3.229858	-2.179463	-2.695228	-3.276647	-3.040421
26	-3.140732	-2.115397	-2.606539	-3.222187	-2.966579
27	-3.044136	-2.045149	-2.521704	-3.159265	-2.889372
28	-2.939496	-1.971279	-2.438245	-3.082644	-2.804365
29	-2.828889	-1.893966	-2.353077	-2.989974	-2.710306
30	-2.715544	-1.811965	-2.263354	-2.881179	-2.607901
31	-2.602629	-1.727134	-2.167136	-2.757787	-2.498879
32	-2.493476	-1.645748	-2.063335	-2.622991	-2.385260
33	-2.391423	-1.573424	-1.951056	-2.481261	-2.269601
34	-2.298779	-1.512258	-1.829414	-2.337791	-2.155452
35	-2.217063	-1.462791	-1.699661	-2.198406	-2.045390
36	-2.147700	-1.424189	-1.568345	-2.067914	-1.938924
37	-2.092267	-1.394337	-1.444732	-1.949043	-1.834010
38	-2.051676	-1.371256	-1.334839	-1.843153	-1.728506
39	-2.024288	-1.352432	-1.239203	-1.750523	-1.620885
40	-2.004711	-1.333668	-1.153775	-1.670812	-1.510712
41	-1.984756	-1.310021	-1.071092	-1.603967	-1.398268
42	-1.954688	-1.276477	-0.983194	-1.549653	-1.283306
43	-1.905746	-1.227328	-0.884184	-1.506221	-1.164145
44	-1.836228	-1.158891	-0.770423	-1.470806	-1.038816
45	-1.752614	-1.074842	-0.639955	-1.439580	-0.909112
46	-1.661890	-0.984850	-0.495003	-1.410491	-0.782268
47	-1.566799	-0.899061	-0.344188	-1.385225	-0.667293
48	-1.467801	-0.823911	-0.198646	-1.366779	-0.570092
49	-1.364774	-0.760996	-0.066397	-1.354988	-0.493071
50	-1.254034	-0.710767	0.049129	-1.347146	-0.438526
51	-1.130457	-0.671502	0.146266	-1.342480	-0.405429
52	-0.993723	-0.635965	0.226021	-1.339770	-0.387631
