	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S04\WOW\S04_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S04\WOW\S04_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S04\WOW\S04_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S04\WOW\S04_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S04\WOW\S04_WOW-L-nR_G_01.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	4.238179	3.845513	3.466787	1.269222	2.419537
2	2.705093	2.376488	1.879075	-0.185745	0.716974
3	1.160818	0.953559	0.470702	-1.479449	-0.865809
4	-0.259376	-0.320905	-0.684147	-2.554346	-2.223100
5	-1.458356	-1.374430	-1.556688	-3.389894	-3.296781
6	-2.392716	-2.173785	-2.157025	-3.995445	-4.075500
7	-3.064014	-2.717535	-2.521797	-4.398830	-4.581724
8	-3.500146	-3.025495	-2.702104	-4.634446	-4.855298
9	-3.739963	-3.132837	-2.752333	-4.734642	-4.940537
10	-3.823367	-3.084707	-2.720965	-4.726286	-4.879441
11	-3.787034	-2.930659	-2.645130	-4.632630	-4.711146
12	-3.665512	-2.718693	-2.548478	-4.477285	-4.474009
13	-3.490796	-2.488903	-2.442834	-4.284750	-4.205366
14	-3.289911	-2.270529	-2.334051	-4.078444	-3.938508
15	-3.084799	-2.082357	-2.227944	-3.879429	-3.699866
16	-2.893043	-1.934639	-2.131445	-3.704114	-3.506519
17	-2.727890	-1.830733	-2.049928	-3.561927	-3.363250
18	-2.597820	-1.766904	-1.984839	-3.454150	-3.262363
19	-2.506326	-1.733686	-1.934212	-3.374101	-3.188065
20	-2.453115	-1.718712	-1.894993	-3.310963	-3.124101
21	-2.435351	-1.709379	-1.864163	-3.255647	-3.060862
22	-2.447724	-1.695566	-1.837985	-3.204165	-2.996758
23	-2.482481	-1.670159	-1.811955	-3.157016	-2.933712
24	-2.529775	-1.630295	-1.782165	-3.115875	-2.873274
25	-2.579013	-1.580014	-1.746347	-3.081094	-2.815844
26	-2.621589	-1.527221	-1.704454	-3.050880	-2.760663
27	-2.652621	-1.478457	-1.657990	-3.021765	-2.705705
28	-2.669936	-1.437407	-1.609590	-2.990992	-2.648785
29	-2.672999	-1.405536	-1.563095	-2.957909	-2.589988
30	-2.662564	-1.383108	-1.522222	-2.922762	-2.532212
31	-2.638882	-1.369748	-1.488712	-2.885444	-2.479354
32	-2.599668	-1.362438	-1.462120	-2.845408	-2.434422
33	-2.542047	-1.355203	-1.441011	-2.801469	-2.398321
34	-2.467680	-1.342080	-1.423851	-2.751611	-2.369315
35	-2.383605	-1.318297	-1.408587	-2.693509	-2.343161
36	-2.297112	-1.280604	-1.392063	-2.624862	-2.314414
37	-2.211203	-1.228547	-1.369854	-2.544397	-2.277449
38	-2.124490	-1.163801	-1.337185	-2.454004	-2.226752
39	-2.034255	-1.089563	-1.289801	-2.359048	-2.157477
40	-1.938523	-1.010040	-1.224995	-2.265571	-2.067756
41	-1.835907	-0.928813	-1.143195	-2.177421	-1.961311
42	-1.725284	-0.848020	-1.047847	-2.095329	-1.846412
43	-1.605346	-0.768216	-0.943393	-2.016417	-1.731710
44	-1.473554	-0.687624	-0.834089	-1.933709	-1.621919
45	-1.326788	-0.601903	-0.723717	-1.837031	-1.515911
46	-1.164977	-0.506269	-0.615998	-1.717878	-1.407717
47	-0.993584	-0.400986	-0.515376	-1.574544	-1.290552
48	-0.822239	-0.294211	-0.427678	-1.412461	-1.161649
49	-0.661996	-0.197204	-0.360023	-1.240387	-1.023738
50	-0.523216	-0.117588	-0.318192	-1.066605	-0.883163
51	-0.415337	-0.058437	-0.303149	-0.899078	-0.746033
52	-0.342765	-0.021100	-0.309479	-0.747276	-0.617307
53	-0.299436	-0.006540	-0.326901	-0.621177	-0.502821
