	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S03\WOW\S03_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S03\WOW\S03_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S03\WOW\S03_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S03\WOW\S03_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S03\WOW\S03_WOW-L-R_G_01.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	1.843416	1.811499	1.693175	1.834557	0.462779
2	0.650091	0.586216	0.369420	0.568957	-0.674121
3	-0.488196	-0.563953	-0.833315	-0.564841	-1.694427
4	-1.515850	-1.587115	-1.857741	-1.515517	-2.561643
5	-2.400005	-2.455846	-2.676489	-2.258936	-3.259476
6	-3.130287	-3.160739	-3.294324	-2.801762	-3.795784
7	-3.714444	-3.709270	-3.736603	-3.170907	-4.192225
8	-4.170794	-4.116989	-4.039452	-3.402861	-4.475156
9	-4.521066	-4.402504	-4.240717	-3.534409	-4.669281
10	-4.783567	-4.584340	-4.373660	-3.597853	-4.795281
11	-4.970443	-4.678908	-4.463153	-3.619426	-4.869090
12	-5.082778	-4.699535	-4.522110	-3.617226	-4.900538
13	-5.122797	-4.658022	-4.558062	-3.600424	-4.894074
14	-5.093843	-4.566678	-4.571095	-3.572550	-4.857284
15	-5.003978	-4.440411	-4.558566	-3.535360	-4.797108
16	-4.865133	-4.291169	-4.517467	-3.489580	-4.721097
17	-4.691720	-4.131751	-4.446855	-3.436211	-4.637455
18	-4.498046	-3.974037	-4.349303	-3.371340	-4.554194
19	-4.296508	-3.826889	-4.231175	-3.295847	-4.478166
20	-4.097829	-3.696030	-4.100844	-3.212036	-4.415154
21	-3.911569	-3.584373	-3.966049	-3.124999	-4.369392
22	-3.745624	-3.492953	-3.833473	-3.040090	-4.342424
23	-3.605337	-3.421360	-3.709646	-2.961536	-4.332543
24	-3.493335	-3.368148	-3.600571	-2.891900	-4.335343
25	-3.409932	-3.330980	-3.510595	-2.832151	-4.345125
26	-3.353435	-3.306777	-3.441331	-2.781509	-4.355880
27	-3.320457	-3.292034	-3.390852	-2.736989	-4.361250
28	-3.306290	-3.283140	-3.353443	-2.694253	-4.354781
29	-3.305516	-3.275760	-3.320985	-2.649243	-4.330943
30	-3.312767	-3.264354	-3.285232	-2.599675	-4.286013
31	-3.322703	-3.243255	-3.239580	-2.545480	-4.218260
32	-3.329437	-3.207736	-3.180108	-2.487411	-4.128132
33	-3.327328	-3.154569	-3.105265	-2.425807	-4.018875
34	-3.312263	-3.082611	-3.015018	-2.360819	-3.896199
35	-3.282429	-2.992626	-2.911475	-2.292430	-3.766273
36	-3.238748	-2.887230	-2.800322	-2.220411	-3.634748
37	-3.185101	-2.772023	-2.689303	-2.145275	-3.506806
38	-3.128154	-2.654895	-2.584843	-2.068796	-3.386022
39	-3.075074	-2.542479	-2.490560	-1.993479	-3.273790
40	-3.030186	-2.437309	-2.407037	-1.921769	-3.170052
41	-2.994175	-2.337944	-2.331686	-1.855492	-3.073230
42	-2.964694	-2.240373	-2.259189	-1.795002	-2.979619
43	-2.937230	-2.138662	-2.182807	-1.738428	-2.884080
44	-2.906791	-2.026160	-2.096625	-1.681391	-2.781209
45	-2.868591	-1.897134	-1.997055	-1.618278	-2.665983
46	-2.817924	-1.748768	-1.882514	-1.542376	-2.534552
47	-2.751708	-1.583975	-1.758842	-1.454294	-2.383346
48	-2.669374	-1.407354	-1.633692	-1.356851	-2.217178
49	-2.578717	-1.228953	-1.519737	-1.258175	-2.042485
50	-2.488147	-1.058160	-1.429293	-1.167913	-1.870603
51	-2.409950	-0.901870	-1.371277	-1.093762	-1.712699
52	-2.353223	-0.765042	-1.346770	-1.039955	-1.576783
53	-2.322470	-0.650841	-1.347330	-1.007402	-1.465798
