	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-N-nR_G_01.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	Y	Y	Y	Y	Y	Y	X	X	X	X	X	X
11	-6.955050	-5.893849	-7.199059	-6.650546	-6.175961	-6.306348	160.99020	161.84377	160.56747	159.74043	160.23506	160.07796
12	-6.734020	-5.790936	-6.982206	-6.495574	-6.048416	-6.159224	160.89462	161.76587	160.58893	159.68599	160.14726	159.90962
13	-6.522695	-5.694167	-6.795117	-6.357432	-5.940012	-6.033546	160.80249	161.67433	160.58728	159.64986	160.08055	159.73305
14	-6.316483	-5.594925	-6.633184	-6.228611	-5.841689	-5.922978	160.74524	161.59598	160.58337	159.65111	160.06268	159.59628
15	-6.106431	-5.484244	-6.481717	-6.097538	-5.739953	-5.815119	160.73978	161.54805	160.59380	159.70416	160.10995	159.53627
16	-5.885589	-5.358281	-6.328188	-5.954530	-5.623044	-5.698589	160.78278	161.53166	160.62537	159.80785	160.21896	159.56171
17	-5.652929	-5.219842	-6.166636	-5.796681	-5.485356	-5.566283	160.85544	161.53493	160.67545	159.94464	160.36792	159.65779
18	-5.412916	-5.077379	-5.995955	-5.627618	-5.328459	-5.416927	160.93726	161.54472	160.73759	160.08897	160.52844	159.79944
19	-5.173499	-4.942020	-5.819569	-5.454247	-5.159616	-5.255380	161.01648	161.55385	160.80714	160.21790	160.67818	159.95895
20	-4.944966	-4.822268	-5.644403	-5.284626	-4.989343	-5.090546	161.08955	161.55789	160.88318	160.31741	160.80453	160.11034
21	-4.737947	-4.720608	-5.479264	-5.126843	-4.828578	-4.932041	161.15967	161.55322	160.96606	160.38490	160.90172	160.23575
22	-4.560025	-4.634913	-5.333243	-4.987427	-4.685175	-4.786554	161.23216	161.53868	161.05357	160.42775	160.97081	160.32683
23	-4.413791	-4.562537	-5.211892	-4.869327	-4.561927	-4.657755	161.31046	161.51537	161.13849	160.45631	161.01793	160.38249
24	-4.297385	-4.502288	-5.114670	-4.771258	-4.459038	-4.547698	161.39558	161.48532	161.20956	160.47591	161.05011	160.40752
25	-4.205452	-4.452999	-5.035932	-4.689024	-4.375834	-4.455409	161.48563	161.45038	161.25702	160.48703	161.07411	160.40906
26	-4.129819	-4.412095	-4.967744	-4.617036	-4.309525	-4.375566	161.57672	161.41113	161.27637	160.48987	161.09488	160.39333
27	-4.062151	-4.375518	-4.902393	-4.549955	-4.255998	-4.301422	161.66518	161.36731	161.26956	160.48732	161.11284	160.36685
28	-3.996578	-4.338483	-4.832551	-4.484138	-4.211753	-4.228129	161.74895	161.31921	161.24289	160.48238	161.12503	160.33794
29	-3.930155	-4.297412	-4.751606	-4.417027	-4.172647	-4.153096	161.82762	161.26889	161.20370	160.47404	161.12656	160.31198
30	-3.863023	-4.251884	-4.655711	-4.347029	-4.133535	-4.075574	161.90080	161.21991	161.15887	160.45944	161.11331	160.29059
31	-3.796098	-4.204939	-4.545917	-4.274820	-4.090861	-3.996667	161.96773	161.17451	161.11525	160.43843	161.08492	160.27499
32	-3.728919	-4.161342	-4.429003	-4.202881	-4.044257	-3.919221	162.02896	161.13182	161.07890	160.41460	161.04379	160.26822
33	-3.661718	-4.124744	-4.315483	-4.134373	-3.996296	-3.847544	162.08676	161.08995	161.05405	160.39119	160.99423	160.27379
34	-3.597655	-4.096050	-4.215140	-4.072887	-3.951379	-3.786199	162.14362	161.04996	161.04010	160.36638	160.94315	160.29253
35	-3.543014	-4.073886	-4.134633	-4.021568	-3.914258	-3.737711	162.20116	161.01393	161.03189	160.33565	160.89601	160.32068
36	-3.504896	-4.055828	-4.077345	-3.982036	-3.888147	-3.701948	162.25999	160.98233	161.02260	160.29597	160.85245	160.35297
37	-3.486668	-4.039960	-4.042286	-3.954706	-3.873866	-3.678328	162.31833	160.95277	161.00557	160.24669	160.80846	160.38696
38	-3.486643	-4.026063	-4.024400	-3.938968	-3.870178	-3.667107	162.37332	160.92133	160.97520	160.18744	160.75970	160.42264
39	-3.500426	-4.014459	-4.016788	-3.933264	-3.874292	-3.667852	162.42198	160.88519	160.92946	160.11967	160.70157	160.45894
40	-3.522295	-4.003798	-4.012541	-3.933788	-3.881595	-3.676574	162.46237	160.84515	160.87115	160.04808	160.63065	160.49454
41	-3.544683	-3.989213	-4.005274	-3.932618	-3.884446	-3.684285	162.49423	160.80298	160.80740	159.97888	160.54715	160.52725
42	-3.559576	-3.961880	-3.988429	-3.918644	-3.873523	-3.681211	162.51797	160.75743	160.74915	159.91646	160.45427	160.55702
43	-3.559772	-3.911832	-3.953224	-3.879919	-3.842331	-3.659692	162.53288	160.70709	160.70486	159.86031	160.35661	160.58553
44	-3.537966	-3.831679	-3.889972	-3.808405	-3.787905	-3.612713	162.53728	160.65381	160.67416	159.80624	160.25716	160.61307
45	-3.487118	-3.719267	-3.794275	-3.706033	-3.708607	-3.538344	162.53197	160.60011	160.64662	159.75092	160.15836	160.63695
46	-3.403335	-3.580997	-3.672502	-3.585737	-3.605702	-3.445626	162.52182	160.54399	160.60817	159.69450	160.06294	160.65463
47	-3.290808	-3.432818	-3.541890	-3.468223	-3.487619	-3.351237	162.51125	160.47916	160.54802	159.63992	159.97412	160.66599
48	-3.165657	-3.296111	-3.424031	-3.376779	-3.369627	-3.273531	162.49927	160.40208	160.46100	159.58934	159.89369	160.67244
49	-3.051362	-3.191121	-3.340079	-3.330581	-3.269781	-3.230169	162.47853	160.31573	160.34492	159.53726	159.81891	160.67175
50	-2.969909	-3.132529	-3.307370	-3.336868	-3.206098	-3.233174	162.43782	160.22704	160.19759	159.45882	159.73984	160.65225
51	-2.935129	-3.125047	-3.331213	-3.387245	-3.191539	-3.282303	162.36371	160.13603	160.01505	159.32022	159.63388	160.59691
52	-2.944799	-3.158842	-3.397695	-3.462327	-3.225020	-3.364044	162.24031	160.02625	159.79091	159.09944	159.46381	160.49899
53	-2.980098	-3.212603	-3.481391	-3.541613	-3.288209	-3.457925	162.05260	159.87794	159.52470	158.80409	159.20007	160.36967
54	-3.018590	-3.266027	-3.562197	-3.609037	-3.357828	-3.545276	161.79370	159.68800	159.22910	158.48030	158.85020	160.22179
55	-3.046632	-3.307440	-3.630846	-3.655577	-3.419490	-3.615309	161.47066	159.47258	158.93103	158.19406	158.45773	160.05443
56	-3.060214	-3.331570	-3.682873	-3.679153	-3.467763	-3.665503	161.10899	159.25301	158.66910	157.98953	158.07570	159.86415
57	-3.059197	-3.337455	-3.715151	-3.682083	-3.500899	-3.697369	160.75520	159.04787	158.47308	157.86606	157.74402	159.65776
58	-3.043503	-3.327265	-3.727962	-3.667108	-3.517597	-3.712580	160.45702	158.86952	158.34187	157.79491	157.47850	159.44565
59	-3.014304	-3.303726	-3.723403	-3.634951	-3.516492	-3.712336	160.23697	158.72273	158.24623	157.75188	157.27260	159.23584
60	-2.974800	-3.268101	-3.701190	-3.585788	-3.497322	-3.697003	160.08943	158.60663	158.15688	157.72426	157.11363	159.03943
61	-2.928451	-3.219654	-3.660065	-3.520842	-3.460525	-3.666649	159.99335	158.51996	158.06097	157.70183	156.98924	158.86368
62	-2.876981	-3.156863	-3.599588	-3.440740	-3.406170	-3.622926	159.92380	158.45657	157.95428	157.67458	156.88588	158.70615
63	-2.821697	-3.080119	-3.519409	-3.344782	-3.335199	-3.568492	159.85869	158.40312	157.83110	157.63162	156.79288	158.55721
64	-2.763298	-2.991472	-3.420551	-3.232337	-3.249521	-3.504424	159.78139	158.34381	157.68111	157.56287	156.70215	158.40205
65	-2.700674	-2.892612	-3.306655	-3.105343	-3.150797	-3.430236	159.68210	158.26184	157.49463	157.46248	156.60222	158.22531
66	-2.631572	-2.784992	-3.182496	-2.968589	-3.039073	-3.345337	159.55469	158.14497	157.26875	157.33000	156.48369	158.01649
67	-2.553205	-2.670617	-3.050837	-2.826712	-2.912167	-3.249110	159.39415	157.99046	157.00876	157.16815	156.34204	157.77167
68	-2.462330	-2.551389	-2.910535	-2.681063	-2.766546	-3.140771	159.19951	157.80443	156.72612	156.98122	156.17752	157.49719
69	-2.356228	-2.428198	-2.757699	-2.530127	-2.598749	-3.018945	158.97383	157.59918	156.43387	156.77214	155.99379	157.20650
70	-2.233290	-2.300572	-2.587236	-2.372016	-2.406255	-2.881392	158.72566	157.38742	156.14481	156.54416	155.79752	156.91457
71	-2.091935	-2.166507	-2.392976	-2.205379	-2.187314	-2.725146	158.46960	157.17763	155.87003	156.30135	155.59525	156.63069
72	-1.929524	-2.021623	-2.168908	-2.027758	-1.941011	-2.546461	158.22490	156.97198	155.61830	156.04912	155.39354	156.35811
73	-1.743436	-1.859854	-1.910848	-1.834716	-1.667833	-2.340551	158.00821	156.77106	155.39465	155.79361	155.19768	156.09320
74	-1.533438	-1.675252	-1.616985	-1.619877	-1.370035	-2.101630	157.82745	156.57428	155.20119	155.54065	155.01033	155.83018
75	-1.303173	-1.463313	-1.288265	-1.375294	-1.051719	-1.824319	157.67982	156.37984	155.03656	155.29642	154.83174	155.56836
76	-1.059968	-1.221645	-0.928324	-1.092759	-0.719109	-1.505740	157.55141	156.18500	154.89647	155.06624	154.66223	155.31310
77	-0.813434	-0.950993	-0.542962	-0.767273	-0.379492	-1.147490	157.42126	155.98703	154.77245	154.85298	154.49948	155.07045
78	-0.570137	-0.655970	-0.139003	-0.400496	-0.037802	-0.757611	157.27321	155.78455	154.65482	154.65662	154.33861	154.84381
79	-0.329937	-0.343549	0.277935	-0.001614	0.304094	-0.350219	157.10498	155.57959	154.53548	154.47435	154.17763	154.63300
80	-0.087517	-0.020122	0.703220	0.415076	0.645430	0.058797	156.92691	155.37787	154.41061	154.30161	154.02423	154.44067
81	0.163583	0.310216	1.134529	0.835757	0.985718	0.457411	156.75314	155.18645	154.28143	154.13510	153.89061	154.27356
82	0.428496	0.644386	1.569406	1.251644	1.325839	0.840632	156.59338	155.01230	154.15356	153.97652	153.78407	154.13661
83	0.710487	0.979485	2.004266	1.659476	1.668497	1.209415	156.45227	154.85754	154.03006	153.83115	153.70369	154.02873
84	1.009890	1.312539	2.436953	2.059510	2.016558	1.567158	156.32883	154.71919	153.91109	153.70198	153.64413	153.94611
85	1.325207	1.640713	2.868046	2.453550	2.371817	1.917136	156.21819	154.59308	153.79648	153.58940	153.59697	153.88310
86	1.654270	1.963625	3.297282	2.843549	2.735106	2.263075	156.11838	154.47646	153.68398	153.49243	153.55064	153.83261
87	1.996181	2.284644	3.727777	3.230848	3.106919	2.610494	156.03366	154.36916	153.56955	153.40675	153.49301	153.78435
88	2.350050	2.609416	4.162917	3.617086	3.487808	2.965799	155.96930	154.27304	153.45045	153.32484	153.41562	153.72453
89	2.716031	2.943079	4.605469	4.004083	3.878941	3.333924	155.92580	154.18846	153.32880	153.24260	153.31577	153.64282
90	3.092644	3.288184	5.055229	4.392282	4.282622	3.718560	155.90012	154.11444	153.20879	153.16199	153.19695	153.54190
91	3.477571	3.643715	5.506927	4.779484	4.700941	4.121275	155.88835	154.04898	153.09404	153.08624	153.06520	153.43289
92	3.869870	4.005398	5.949800	5.159982	5.134095	4.539223	155.88858	153.99484	152.98828	153.01619	152.92987	153.32933
93	4.270567	4.366427	6.371138	5.524065	5.577760	4.962836	155.89542	153.95711	152.89366	152.95152	152.80621	153.24298
94	4.678581	4.718096	6.758274	5.860034	6.020681	5.377696	155.89983	153.94170	152.81198	152.89484	152.71223	153.18048
95	5.087498	5.049866	7.099115	6.156899	6.445018	5.767232	155.89613	153.95312	152.75307	152.85402	152.66338	153.14833
96	5.485575	5.348971	7.383476	6.405763	6.830470	6.114896	155.88649	153.99426	152.73334	152.84038	152.67175	153.15236
97	5.857192	5.600487	7.604666	6.600741	7.158272	6.406022	155.87755	154.06970	152.76971	152.87193	152.74640	153.19853
98	6.185580	5.789362	7.758943	6.739303	7.413555	6.627654	155.88107	154.19069	152.87326	152.97247	152.89139	153.29646
99	6.454699	5.903447	7.843795	6.820927	7.585501	6.768631	155.91566	154.36642	153.05058	153.15993	153.10510	153.45972
100	6.649693	5.935082	7.856607	6.845407	7.668010	6.822444	156.00121	154.59776	153.30434	153.43951	153.38080	153.69716
101	6.757065	5.880160	7.795246	6.814143	7.661935	6.788465	156.15396	154.87602	153.62920	153.80411	153.70639	154.00453
