	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S05\WOW\S05_WOW-L-R_G_01.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	-2.566861	-2.630592	-2.397490	-2.294807	-2.108324
2	-3.924946	-4.144969	-4.014175	-3.888823	-3.542764
3	-5.130025	-5.465678	-5.451252	-5.240904	-4.783877
4	-6.118417	-6.513337	-6.616903	-6.281604	-5.759317
5	-6.861069	-7.259044	-7.473262	-7.001104	-6.443621
6	-7.363772	-7.722891	-8.036354	-7.436625	-6.856108
7	-7.657499	-7.958376	-8.359362	-7.651183	-7.046717
8	-7.786736	-8.031702	-8.508360	-7.713033	-7.075893
9	-7.798430	-8.005441	-8.543422	-7.682022	-7.000978
10	-7.735361	-7.929180	-8.508622	-7.603211	-6.868061
11	-7.631976	-7.836360	-8.431924	-7.505581	-6.710010
12	-7.512965	-7.745540	-8.328686	-7.404043	-6.547152
13	-7.392587	-7.663295	-8.205630	-7.303537	-6.391012
14	-7.274193	-7.587318	-8.064518	-7.203521	-6.246952
15	-7.153143	-7.510180	-7.904995	-7.100903	-6.115304
16	-7.023471	-7.422874	-7.726638	-6.991584	-5.994298
17	-6.883152	-7.317997	-7.531102	-6.872394	-5.880899
18	-6.735233	-7.192607	-7.321305	-6.742980	-5.771183
19	-6.585919	-7.049671	-7.102259	-6.606571	-5.662494
20	-6.442692	-6.897011	-6.882344	-6.469613	-5.555426
21	-6.312681	-6.744101	-6.671955	-6.340083	-5.452739
22	-6.200361	-6.599511	-6.479955	-6.224861	-5.357427
23	-6.106814	-6.469337	-6.311189	-6.128119	-5.271731
24	-6.031219	-6.355876	-6.167147	-6.051107	-5.197294
25	-5.970741	-6.257205	-6.047073	-5.992171	-5.135147
26	-5.919420	-6.168508	-5.947702	-5.947320	-5.084770
27	-5.870332	-6.083447	-5.863107	-5.910792	-5.043845
28	-5.819319	-5.995792	-5.785746	-5.876062	-5.008721
29	-5.765062	-5.901114	-5.707920	-5.837283	-4.975014
30	-5.707412	-5.798287	-5.623020	-5.790578	-4.939033
31	-5.645879	-5.689515	-5.527471	-5.735008	-4.898296
32	-5.578987	-5.579270	-5.421916	-5.672255	-4.851232
33	-5.507380	-5.472371	-5.311166	-5.605905	-4.797872
34	-5.436607	-5.372528	-5.202042	-5.540905	-4.741279
35	-5.373258	-5.282201	-5.099975	-5.482158	-4.687296
36	-5.320634	-5.202484	-5.007840	-5.432396	-4.642337
37	-5.277423	-5.133283	-4.928416	-5.391721	-4.610496
38	-5.237651	-5.074497	-4.864209	-5.358665	-4.592029
39	-5.193575	-5.025718	-4.814800	-5.331335	-4.583606
40	-5.140073	-4.984135	-4.778357	-5.307324	-4.579834
41	-5.074675	-4.943174	-4.753438	-5.283000	-4.575108
42	-4.994195	-4.892753	-4.737251	-5.253190	-4.563548
43	-4.895024	-4.822219	-4.723723	-5.210558	-4.538233
44	-4.777619	-4.723145	-4.703623	-5.144589	-4.490664
45	-4.646797	-4.590294	-4.665315	-5.043944	-4.412436
46	-4.508819	-4.423892	-4.598068	-4.903720	-4.300031
47	-4.374454	-4.230471	-4.496804	-4.731316	-4.158041
48	-4.261129	-4.020113	-4.365012	-4.545326	-3.998659
49	-4.188158	-3.804381	-4.213831	-4.370936	-3.837809
50	-4.169514	-3.599808	-4.058452	-4.234194	-3.692261
51	-4.208708	-3.429943	-3.918194	-4.156245	-3.579149
52	-4.295166	-3.317589	-3.817754	-4.145598	-3.514812
