	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S05\WW\S05_WW-N-0_G_01.c3d Copy
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	Y	Y	Y	Y	Y	X	X	X	X	X
20	-5.129208	-4.759885	-6.093972	-4.055267	-4.735730	157.44801	156.47867	157.36375	155.74037	156.74521
21	-5.117158	-4.715219	-6.140217	-3.988428	-4.693363	157.40898	156.50053	157.31522	155.70990	156.73264
22	-5.099555	-4.666051	-6.178657	-3.912564	-4.662339	157.36105	156.49387	157.25154	155.67245	156.70114
23	-5.078015	-4.611882	-6.211690	-3.828341	-4.634902	157.30568	156.45871	157.18176	155.62851	156.65047
24	-5.053287	-4.551553	-6.241746	-3.737740	-4.607144	157.24504	156.39508	157.11334	155.57465	156.57919
25	-5.024098	-4.484205	-6.271886	-3.642066	-4.578672	157.18059	156.30286	157.05121	155.50977	156.48735
26	-4.988150	-4.409544	-6.304582	-3.540746	-4.550814	157.11139	156.18465	156.99825	155.43805	156.38040
27	-4.944744	-4.327261	-6.340710	-3.432480	-4.526780	157.03473	156.04861	156.95619	155.36304	156.26678
28	-4.894968	-4.236581	-6.381408	-3.316256	-4.511499	156.94693	155.90434	156.92456	155.28343	156.15244
29	-4.840135	-4.136931	-6.428331	-3.193068	-4.509389	156.84729	155.75739	156.89990	155.19687	156.03818
30	-4.782044	-4.029020	-6.478952	-3.065627	-4.519046	156.74048	155.60855	156.87895	155.10440	155.92372
31	-4.723011	-3.915783	-6.522086	-2.937031	-4.527727	156.63307	155.45642	156.86003	155.01057	155.80989
32	-4.665749	-3.801115	-6.544325	-2.810689	-4.518382	156.52765	155.30194	156.84079	154.91835	155.69595
33	-4.613943	-3.687949	-6.542964	-2.690341	-4.484413	156.41968	155.15080	156.81705	154.82838	155.57431
34	-4.571229	-3.579009	-6.524428	-2.579674	-4.425779	156.30096	155.00955	156.78792	154.74277	155.43674
35	-4.538526	-3.477568	-6.495543	-2.481733	-4.340293	156.16573	154.87910	156.75790	154.66664	155.28552
36	-4.512101	-3.386358	-6.460174	-2.397943	-4.233707	156.01328	154.75404	156.73146	154.60509	155.12987
37	-4.482440	-3.306727	-6.420181	-2.328840	-4.125750	155.84900	154.62488	156.70767	154.56107	154.97838
38	-4.437521	-3.238255	-6.378332	-2.275705	-4.033696	155.68362	154.48291	156.68253	154.53140	154.83818
39	-4.373397	-3.177889	-6.338057	-2.237819	-3.962438	155.52794	154.32817	156.65149	154.50661	154.71242
40	-4.306965	-3.119532	-6.301918	-2.209529	-3.911475	155.38765	154.17029	156.60925	154.47414	154.59914
41	-4.251940	-3.053601	-6.268100	-2.181388	-3.879474	155.26295	154.01999	156.55289	154.42659	154.49362
42	-4.223052	-2.967436	-6.226509	-2.142753	-3.860189	155.14986	153.88295	156.48775	154.36655	154.39264
43	-4.224674	-2.847818	-6.164564	-2.082417	-3.833788	155.04245	153.76186	156.42465	154.30081	154.29572
44	-4.226116	-2.685582	-6.076650	-1.989839	-3.763916	154.93620	153.65945	156.37276	154.23375	154.20442
45	-4.192390	-2.481727	-5.968744	-1.861249	-3.610527	154.83220	153.57916	156.34230	154.16504	154.12157
46	-4.092279	-2.248731	-5.847644	-1.704975	-3.361866	154.73790	153.52074	156.34810	154.09541	154.05194
47	-3.938168	-2.008863	-5.718497	-1.542894	-3.054588	154.66452	153.47705	156.40512	154.03229	154.00519
48	-3.748077	-1.787829	-5.589354	-1.401908	-2.749889	154.62329	153.43883	156.51776	153.98822	153.99530
49	-3.551639	-1.613956	-5.475426	-1.309311	-2.498064	154.62338	153.40445	156.67082	153.97949	154.03371
50	-3.383175	-1.514431	-5.397592	-1.288300	-2.327007	154.67023	153.38155	156.82809	154.02138	154.12419
51	-3.275615	-1.505645	-5.372649	-1.353321	-2.245999	154.75920	153.37843	156.94713	154.11388	154.25232
52	-3.245414	-1.584233	-5.398924	-1.503586	-2.248737	154.86845	153.39742	156.99315	154.23666	154.38368
53	-3.286947	-1.726303	-5.453823	-1.719103	-2.316935	154.96033	153.43152	156.93474	154.36002	154.47729
54	-3.380109	-1.898205	-5.508611	-1.965529	-2.421421	154.99873	153.45769	156.74350	154.45407	154.49631
55	-3.500988	-2.069670	-5.543710	-2.206665	-2.527641	154.96196	153.43294	156.41650	154.48999	154.41629
56	-3.628510	-2.220362	-5.551427	-2.416321	-2.611642	154.83844	153.31427	155.98611	154.44772	154.23183
57	-3.747514	-2.340499	-5.530103	-2.582444	-2.666509	154.62120	153.09062	155.51018	154.32079	153.95776
58	-3.849130	-2.429097	-5.480070	-2.704198	-2.695292	154.30754	152.78865	155.05762	154.11360	153.62671
59	-3.929768	-2.490200	-5.403135	-2.785995	-2.703998	153.91109	152.45561	154.67584	153.84332	153.28354
60	-3.988873	-2.529093	-5.302978	-2.833044	-2.698059	153.46735	152.14337	154.37494	153.54317	152.97212
61	-4.026424	-2.550438	-5.184947	-2.850265	-2.682373	153.02385	151.88982	154.14227	153.25558	152.71924
62	-4.041562	-2.557477	-5.055111	-2.842945	-2.661368	152.62801	151.70573	153.95596	153.01305	152.52785
63	-4.032968	-2.558241	-4.919138	-2.817423	-2.638130	152.31013	151.58051	153.79366	152.82892	152.38451
64	-4.001134	-2.549659	-4.781932	-2.779659	-2.614012	152.07765	151.49202	153.63666	152.70134	152.26767
65	-3.949234	-2.540890	-4.646470	-2.732630	-2.588149	151.92004	151.41615	153.47144	152.61598	152.15883
66	-3.881302	-2.529589	-4.513710	-2.675502	-2.557798	151.81491	151.33426	153.29231	152.55104	152.04761
67	-3.800185	-2.517701	-4.384057	-2.606004	-2.519594	151.73550	151.23599	153.10179	152.48621	151.92970
68	-3.706836	-2.494634	-4.257851	-2.523034	-2.470920	151.66139	151.11757	152.90558	152.40997	151.80489
69	-3.601466	-2.463090	-4.135190	-2.427133	-2.410678	151.58226	150.98102	152.70773	152.31697	151.67587
70	-3.484816	-2.422233	-4.015543	-2.319181	-2.338357	151.49516	150.83249	152.50725	152.20558	151.54633
71	-3.358939	-2.371109	-3.897835	-2.200548	-2.253426	151.40100	150.67984	152.29886	152.07764	151.41846
72	-3.226595	-2.306757	-3.779748	-2.074045	-2.155440	151.30273	150.53001	152.07817	151.93495	151.29428
73	-3.089667	-2.225419	-3.657633	-1.943328	-2.043414	151.20461	150.38748	151.84708	151.77939	151.17455
74	-2.948944	-2.123595	-3.526842	-1.811869	-1.922115	151.10939	150.25407	151.61203	151.61253	151.05965
75	-2.803099	-1.999481	-3.382467	-1.682436	-1.783676	151.01730	150.13081	151.37994	151.43727	150.94826
76	-2.654378	-1.854539	-3.219754	-1.557042	-1.634347	150.92688	150.01765	151.15804	151.25636	150.83792
77	-2.491740	-1.692941	-3.032276	-1.434900	-1.474802	150.83685	149.91077	150.95366	151.07242	150.72815
78	-2.317929	-1.518523	-2.823058	-1.312230	-1.306989	150.74713	149.80663	150.77022	150.88928	150.62056
79	-2.129407	-1.333166	-2.595922	-1.183159	-1.132155	150.65811	149.70325	150.60603	150.71178	150.51721
80	-1.928890	-1.137752	-2.359246	-1.041758	-0.947980	150.56975	149.60074	150.45746	150.54262	150.41982
81	-1.715910	-0.932736	-2.124386	-0.884189	-0.748924	150.48157	149.50020	150.32109	150.38278	150.32918
82	-1.495670	-0.718612	-1.895808	-0.709231	-0.529503	150.39380	149.40364	150.19501	150.23245	150.24548
83	-1.275014	-0.495160	-1.689632	-0.518320	-0.286690	150.30931	149.31447	150.07855	150.09171	150.16782
84	-1.049226	-0.261078	-1.487300	-0.314823	-0.013437	150.23138	149.23593	149.97185	149.96069	150.09517
85	-0.812602	-0.014461	-1.285566	-0.102993	0.285383	150.16238	149.17119	149.87581	149.83855	150.02794
86	-0.561507	0.247461	-1.074874	0.113742	0.613185	150.10478	149.12354	149.79344	149.72334	149.96780
87	-0.285149	0.529255	-0.833715	0.334739	0.958237	150.06149	149.09441	149.72876	149.61003	149.91801
88	0.024608	0.837408	-0.550032	0.564087	1.319143	150.03615	149.08240	149.68782	149.49472	149.88123
89	0.375148	1.176992	-0.208599	0.809228	1.688761	150.03207	149.08385	149.67679	149.37733	149.86113
90	0.773547	1.550129	0.195025	1.077955	2.065215	150.05299	149.09431	149.70049	149.26158	149.86249
91	1.224903	1.957416	0.669267	1.374651	2.451609	150.10388	149.11139	149.76520	149.15396	149.89117
92	1.733920	2.403964	1.196424	1.700453	2.850462	150.19121	149.13885	149.87929	149.06447	149.95279
93	2.291709	2.883512	1.768301	2.055250	3.263074	150.32051	149.18678	150.05357	149.00601	150.05324
94	2.898801	3.402131	2.366466	2.436977	3.688043	150.49710	149.26611	150.29906	148.99179	150.20294
95	3.545259	3.955222	2.969800	2.838859	4.120769	150.72844	149.38521	150.62497	149.03452	150.41891
96	4.208349	4.527765	3.552895	3.248968	4.554506	151.02121	149.55116	151.03455	149.14601	150.71867
97	4.865193	5.106617	4.088963	3.652328	4.979290	151.37433	149.76917	151.52345	149.33560	151.11615
98	5.488191	5.676705	4.562496	4.033860	5.379837	151.77704	150.04228	152.07687	149.60925	151.61519
99	6.048876	6.222607	4.958677	4.380159	5.736166	152.21155	150.37161	152.67020	149.97287	152.20570
100	6.522006	6.728290	5.266858	4.678208	6.024960	152.66060	150.75398	153.27562	150.42934	152.86115
101	6.889679	7.177378	5.480747	4.912251	6.221366	153.11171	151.18312	153.86765	150.97684	153.54858
