	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-R_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-R_G_01.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	2.588842	0.428423	3.119881	0.885271	1.959900
2	0.631226	-1.479521	1.254963	-1.012751	0.252526
3	-1.310723	-3.176521	-0.605086	-2.757183	-1.356542
4	-3.060817	-4.557367	-2.293373	-4.221643	-2.743840
5	-4.486726	-5.576183	-3.681121	-5.328652	-3.822708
6	-5.526455	-6.242605	-4.707420	-6.065876	-4.565978
7	-6.185277	-6.606551	-5.378345	-6.480731	-5.003575
8	-6.519582	-6.740967	-5.748435	-6.651484	-5.200944
9	-6.615267	-6.723865	-5.896376	-6.658822	-5.236833
10	-6.561874	-6.620574	-5.902191	-6.571118	-5.185061
11	-6.434452	-6.477134	-5.832123	-6.440564	-5.101789
12	-6.285677	-6.322425	-5.732038	-6.303854	-5.019822
13	-6.142424	-6.171961	-5.627637	-6.180068	-4.950318
14	-6.011259	-6.032762	-5.528110	-6.072193	-4.891862
15	-5.890149	-5.906999	-5.432223	-5.974801	-4.839840
16	-5.776240	-5.794030	-5.337683	-5.880866	-4.790514
17	-5.667607	-5.691987	-5.245711	-5.786123	-4.740940
18	-5.563336	-5.599987	-5.157865	-5.690348	-4.687782
19	-5.464976	-5.518576	-5.073112	-5.596066	-4.629158
20	-5.375905	-5.447967	-4.989270	-5.506205	-4.566164
21	-5.297809	-5.387620	-4.906315	-5.421878	-4.500953
22	-5.229687	-5.335983	-4.827415	-5.342826	-4.435061
23	-5.169411	-5.290023	-4.757347	-5.269147	-4.369281
24	-5.114838	-5.246553	-4.699546	-5.200781	-4.304962
25	-5.063924	-5.203478	-4.654003	-5.136439	-4.244036
26	-5.015182	-5.159498	-4.617684	-5.074453	-4.187453
27	-4.967841	-5.114231	-4.586761	-5.013567	-4.135883
28	-4.920645	-5.068564	-4.557982	-4.952584	-4.091109
29	-4.871020	-5.023527	-4.528203	-4.889615	-4.054772
30	-4.816698	-4.978830	-4.493839	-4.821665	-4.026538
31	-4.757224	-4.932647	-4.451239	-4.745991	-4.004504
32	-4.694171	-4.882167	-4.396860	-4.661729	-3.986705
33	-4.629853	-4.824316	-4.329083	-4.569743	-3.970669
34	-4.564896	-4.757275	-4.248565	-4.472251	-3.952018
35	-4.498445	-4.681128	-4.155399	-4.374211	-3.926209
36	-4.430105	-4.598912	-4.050141	-4.282651	-3.892824
37	-4.359413	-4.516128	-3.936909	-4.202993	-3.855976
38	-4.286024	-4.436888	-3.822550	-4.137788	-3.819396
39	-4.211663	-4.363929	-3.713650	-4.086936	-3.783803
40	-4.140214	-4.299466	-3.615568	-4.047311	-3.748484
41	-4.077128	-4.242224	-3.532314	-4.012895	-3.713477
42	-4.026565	-4.185391	-3.464385	-3.976045	-3.680107
43	-3.986582	-4.121436	-3.408702	-3.930619	-3.648871
44	-3.950581	-4.046477	-3.359187	-3.874181	-3.618326
45	-3.910037	-3.959367	-3.307041	-3.807695	-3.585668
46	-3.855911	-3.862174	-3.241271	-3.735928	-3.546768
47	-3.789795	-3.764667	-3.155380	-3.668671	-3.498693
48	-3.726930	-3.682397	-3.057097	-3.616259	-3.444345
49	-3.686451	-3.624453	-2.964344	-3.584089	-3.392809
50	-3.680395	-3.588441	-2.894099	-3.574941	-3.352502
51	-3.709442	-3.568169	-2.854266	-3.591245	-3.328128
52	-3.762608	-3.558548	-2.842916	-3.631480	-3.325253
53	-3.824038	-3.553029	-2.851590	-3.689936	-3.344242
