	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S14\WOW\S14_WOW-L-nR_G_01.c3d Copy
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	1.817250	1.888965	0.390534	1.033589	1.480021
2	-0.031356	0.235305	-1.235802	-0.650536	0.009542
3	-1.793276	-1.303839	-2.631345	-2.153311	-1.321570
4	-3.339020	-2.611575	-3.723051	-3.375036	-2.426457
5	-4.569221	-3.619398	-4.487531	-4.262290	-3.259258
6	-5.440191	-4.315080	-4.946632	-4.810782	-3.818475
7	-5.966909	-4.728905	-5.154300	-5.059841	-4.136074
8	-6.206096	-4.916542	-5.179913	-5.078038	-4.264313
9	-6.234132	-4.945315	-5.090693	-4.943629	-4.262297
10	-6.125836	-4.880290	-4.937997	-4.725925	-4.181979
11	-5.942191	-4.772435	-4.755018	-4.474736	-4.059835
12	-5.726320	-4.654554	-4.562424	-4.220865	-3.917784
13	-5.504779	-4.543762	-4.372337	-3.982306	-3.769169
14	-5.291981	-4.444675	-4.190443	-3.768590	-3.622381
15	-5.093934	-4.354207	-4.018860	-3.582169	-3.481290
16	-4.910920	-4.265810	-3.859640	-3.420315	-3.346272
17	-4.740418	-4.171649	-3.715815	-3.278667	-3.216544
18	-4.579535	-4.066752	-3.588312	-3.153565	-3.090587
19	-4.426033	-3.951221	-3.473967	-3.042213	-2.964344
20	-4.279080	-3.828606	-3.369077	-2.941924	-2.832986
21	-4.140686	-3.704443	-3.273055	-2.850725	-2.694824
22	-4.015242	-3.586124	-3.187551	-2.769277	-2.553363
23	-3.906338	-3.480910	-3.114331	-2.700076	-2.416843
24	-3.815648	-3.392522	-3.055579	-2.645188	-2.295398
25	-3.743635	-3.321899	-3.014139	-2.605112	-2.197842
26	-3.688535	-3.269976	-2.991240	-2.578139	-2.128750
27	-3.645640	-3.235993	-2.984112	-2.561321	-2.087700
28	-3.608636	-3.215611	-2.986019	-2.552547	-2.071393
29	-3.571523	-3.202331	-2.988239	-2.549617	-2.075689
30	-3.530319	-3.189858	-2.983094	-2.548044	-2.095860
31	-3.482244	-3.173405	-2.966524	-2.541772	-2.126363
32	-3.424296	-3.150141	-2.937931	-2.526298	-2.160477
33	-3.355005	-3.118899	-2.897818	-2.499389	-2.190168
34	-3.274798	-3.080405	-2.847528	-2.459560	-2.208530
35	-3.185781	-3.037665	-2.791498	-2.406883	-2.212062
36	-3.091573	-2.994212	-2.736476	-2.344310	-2.200151
37	-2.996394	-2.952938	-2.688180	-2.276656	-2.173941
38	-2.904965	-2.914919	-2.649784	-2.209225	-2.135300
39	-2.821124	-2.877650	-2.621508	-2.146071	-2.086651
40	-2.746149	-2.836368	-2.600966	-2.089356	-2.032599
41	-2.678808	-2.787319	-2.583728	-2.040036	-1.979358
42	-2.614670	-2.728366	-2.563098	-1.997360	-1.931494
43	-2.545826	-2.656699	-2.531415	-1.958220	-1.890799
44	-2.462592	-2.569816	-2.483670	-1.918346	-1.856205
45	-2.359159	-2.470932	-2.423105	-1.873547	-1.824103
46	-2.239718	-2.372519	-2.363881	-1.823797	-1.792865
47	-2.119315	-2.291513	-2.323793	-1.778895	-1.766795
48	-2.017975	-2.239662	-2.314012	-1.754869	-1.752494
49	-1.949908	-2.220970	-2.336119	-1.763487	-1.753954
50	-1.917202	-2.235733	-2.382933	-1.807980	-1.773948
51	-1.914573	-2.277505	-2.442855	-1.884174	-1.815309
52	-1.936496	-2.332508	-2.507524	-1.980691	-1.876211
