	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S10\WOW\S10_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S10\WOW\S10_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S10\WOW\S10_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S10\WOW\S10_WOW-L-nR_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S10\WOW\S10_WOW-L-nR_G_01.c3d Copy
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	1.625170	3.733127	5.004249	3.897452	4.621570
2	0.114743	2.045526	3.469315	2.575634	2.874001
3	-1.150242	0.564244	2.060949	1.383478	1.253428
4	-2.106605	-0.617003	0.875964	0.393801	-0.112044
5	-2.743011	-1.461343	-0.033980	-0.358494	-1.149980
6	-3.090656	-1.986011	-0.664320	-0.875142	-1.849622
7	-3.205065	-2.245090	-1.046795	-1.183978	-2.249897
8	-3.148280	-2.308279	-1.231369	-1.326629	-2.418444
9	-2.979288	-2.244443	-1.271670	-1.350243	-2.430682
10	-2.748783	-2.113786	-1.218876	-1.300380	-2.352844
11	-2.497143	-1.965032	-1.119479	-1.214539	-2.233501
12	-2.254299	-1.832178	-1.009992	-1.119019	-2.103262
13	-2.038533	-1.732130	-0.911616	-1.029274	-1.980904
14	-1.857915	-1.665650	-0.831243	-0.952313	-1.877660
15	-1.714958	-1.623168	-0.769579	-0.889323	-1.797648
16	-1.610947	-1.594240	-0.728204	-0.838400	-1.739427
17	-1.547645	-1.574484	-0.709196	-0.797263	-1.698536
18	-1.525529	-1.564998	-0.712026	-0.765176	-1.670869
19	-1.541142	-1.568405	-0.732979	-0.743431	-1.654032
20	-1.586569	-1.586304	-0.766596	-0.734762	-1.646337
21	-1.650982	-1.618037	-0.807114	-0.742284	-1.645474
22	-1.722798	-1.659872	-0.849200	-0.768354	-1.648461
23	-1.791460	-1.706138	-0.888006	-0.812774	-1.652015
24	-1.849714	-1.751461	-0.919371	-0.870297	-1.652617
25	-1.894353	-1.791252	-0.940169	-0.931444	-1.647103
26	-1.924804	-1.821639	-0.948368	-0.985965	-1.633843
27	-1.942293	-1.840069	-0.943695	-1.026227	-1.613138
28	-1.949913	-1.846223	-0.928058	-1.049303	-1.586466
29	-1.952274	-1.842129	-0.904790	-1.056313	-1.555797
30	-1.953969	-1.831207	-0.877817	-1.051081	-1.522615
31	-1.957947	-1.817912	-0.850800	-1.038328	-1.487489
32	-1.966010	-1.808566	-0.825935	-1.021883	-1.451392
33	-1.979798	-1.810034	-0.803004	-1.004419	-1.416128
34	-2.000092	-1.826503	-0.780322	-0.988098	-1.382159
35	-2.025724	-1.857021	-0.756944	-0.975099	-1.347348
36	-2.053033	-1.895416	-0.732850	-0.966405	-1.309243
37	-2.076611	-1.933782	-0.708669	-0.960395	-1.267875
38	-2.090465	-1.965292	-0.685443	-0.952913	-1.224931
39	-2.088660	-1.985022	-0.663455	-0.939160	-1.181256
40	-2.067112	-1.990873	-0.641451	-0.916582	-1.136060
41	-2.025032	-1.981723	-0.616900	-0.884947	-1.087252
42	-1.964152	-1.956101	-0.586341	-0.843588	-1.031498
43	-1.887437	-1.913852	-0.546132	-0.790250	-0.963670
44	-1.798113	-1.855983	-0.494776	-0.722699	-0.878197
45	-1.701388	-1.783444	-0.433301	-0.641535	-0.772357
46	-1.606587	-1.697194	-0.364186	-0.553068	-0.647831
47	-1.525619	-1.599523	-0.292458	-0.468757	-0.512068
48	-1.470226	-1.495910	-0.227399	-0.400595	-0.378707
49	-1.450063	-1.395852	-0.180973	-0.356954	-0.262260
50	-1.468603	-1.310502	-0.165212	-0.342641	-0.173372
51	-1.520915	-1.249260	-0.190079	-0.358640	-0.118607
52	-1.596256	-1.217608	-0.260341	-0.399459	-0.098094
