	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S02\WOW\S02_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S02\WOW\S02_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S02\WOW\S02_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S02\WOW\S02_WOW-A-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S02\WOW\S02_WOW-A-nR_G_01.c3d
	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	X	X	X	X
1	153.642166	153.505997	153.334625	153.744598	153.663025
2	153.504684	153.272964	153.219940	153.809387	153.544388
3	153.329346	153.013077	153.072861	153.765152	153.345627
4	153.158325	152.787460	152.932083	153.655594	153.127182
5	153.017731	152.620605	152.818893	153.530014	152.934296
6	152.915573	152.506714	152.733521	153.417465	152.783463
7	152.850433	152.430893	152.669342	153.324844	152.673157
8	152.817596	152.386902	152.627747	153.252182	152.601257
9	152.813705	152.381058	152.620468	153.204803	152.573090
10	152.837463	152.421509	152.661011	153.194611	152.597046
11	152.887436	152.505554	152.755035	153.232666	152.674713
12	152.965637	152.617111	152.894669	153.320160	152.795990
13	153.072723	152.734177	153.057709	153.445374	152.943161
14	153.199539	152.838104	153.209778	153.589081	153.094070
15	153.327728	152.917755	153.316818	153.730804	153.224335
16	153.438721	152.964859	153.361008	153.854462	153.313248
17	153.520309	152.972794	153.345840	153.950653	153.349380
18	153.564636	152.943741	153.286804	154.013733	153.331757
19	153.565353	152.886826	153.201248	154.036362	153.268417
20	153.522598	152.812576	153.103653	154.012238	153.171997
21	153.446747	152.729233	153.003540	153.944748	153.052109
22	153.353302	152.640228	152.905029	153.849792	152.911514
23	153.255219	152.544952	152.806351	153.748474	152.751877
24	153.159286	152.442139	152.702087	153.657196	152.581711
25	153.068054	152.331314	152.591461	153.583603	152.415894
26	152.982452	152.213455	152.482162	153.527893	152.264801
27	152.902863	152.091812	152.382980	153.486526	152.132034
28	152.829666	151.971909	152.295258	153.454132	152.017838
29	152.762527	151.857101	152.214966	153.424377	151.921738
30	152.698853	151.744247	152.137955	153.394073	151.844284
31	152.635025	151.627075	152.061798	153.365494	151.784378
32	152.569473	151.501785	151.985229	153.339874	151.737274
33	152.503052	151.369278	151.907883	153.312347	151.699554
34	152.437210	151.233475	151.830383	153.276962	151.670792
35	152.373428	151.097763	151.753601	153.231964	151.647125
36	152.312775	150.963486	151.678268	153.178787	151.619965
37	152.255356	150.831604	151.604462	153.119812	151.582565
38	152.200714	150.705261	151.531876	153.056290	151.533554
39	152.147949	150.590942	151.460770	152.987015	151.476929
40	152.095459	150.494431	151.392670	152.909470	151.421127
41	152.042511	150.417236	151.330826	152.821426	151.375198
42	151.988937	150.356491	151.280197	152.719849	151.345505
43	151.935745	150.308853	151.246628	152.605408	151.333038
44	151.884979	150.271973	151.233231	152.486008	151.337051
45	151.839249	150.243088	151.234024	152.369339	151.355606
46	151.800247	150.220337	151.236038	152.259781	151.385132
47	151.768829	150.203049	151.227570	152.162155	151.421494
48	151.745270	150.191559	151.200760	152.082993	151.461304
49	151.726761	150.187775	151.149261	152.029068	151.501648
50	151.700653	150.193924	151.064911	152.004395	151.539871
51	151.638763	150.211349	150.934998	152.002777	151.569092
52	151.515610	150.246078	150.741913	151.999405	151.574875
53	151.324219	150.301559	150.470261	151.960800	151.533066
54	151.077805	150.360535	150.115494	151.857697	151.423431
55	150.811310	150.399063	149.694901	151.674347	151.251968
56	150.564621	150.411087	149.261993	151.431671	151.042801
57	150.365875	150.408066	148.904388	151.195343	150.824081
58	150.225571	150.408142	148.704987	151.036362	150.626572
59	150.125885	150.413956	148.675034	150.955826	150.470978
60	150.028488	150.413010	148.737244	150.901520	150.355103
61	149.904922	150.394058	148.794312	150.836151	150.250122
62	149.748367	150.346390	148.793594	150.741776	150.121704
63	149.564453	150.266800	148.729797	150.616547	149.955429
64	149.363953	150.160843	148.616257	150.464066	149.753448
65	149.159958	150.034836	148.470459	150.285812	149.526337
66	148.963348	149.890198	148.308456	150.081848	149.286957
67	148.780594	149.724976	148.143158	149.853378	149.047546
68	148.614487	149.536087	147.982513	149.605255	148.817688
69	148.464142	149.322464	147.830170	149.344940	148.603073
70	148.324997	149.087387	147.686920	149.081467	148.405167
71	148.190842	148.838150	147.552597	148.823395	148.223267
72	148.057083	148.584747	147.426804	148.576797	148.055710
73	147.921982	148.336304	147.309402	148.344193	147.900253
74	147.784668	148.096939	147.199280	148.125610	147.754288
75	147.645020	147.868729	147.094131	147.920547	147.615616
76	147.503189	147.653946	146.991730	147.728973	147.482407
77	147.359619	147.455185	146.890259	147.551804	147.354584
78	147.216034	147.273819	146.789215	147.388657	147.233170
79	147.075027	147.109650	146.687958	147.238647	147.119553
80	146.938568	146.960556	146.586746	147.100128	147.014648
81	146.807999	146.824387	146.487106	146.972244	146.918564
82	146.685654	146.698212	146.392624	146.855637	146.830170
83	146.573837	146.579529	146.309464	146.751785	146.748535
84	146.473984	146.465225	146.243179	146.662399	146.673630
85	146.386139	146.350693	146.196014	146.588867	146.606537
86	146.310852	146.232208	146.167496	146.532608	146.548904
87	146.248367	146.111191	146.155396	146.493973	146.502045
88	146.200226	145.996506	146.157196	146.470718	146.466949
89	146.167877	145.898590	146.169952	146.460846	146.443497
90	146.152039	145.823227	146.192139	146.463226	146.432159
91	146.154358	145.772949	146.224564	146.478195	146.435104
92	146.178329	145.748489	146.270462	146.507172	146.455536
93	146.229065	145.749710	146.334396	146.552963	146.498535
94	146.310471	145.776871	146.422592	146.618851	146.569305
95	146.424469	145.831802	146.540176	146.707321	146.670624
96	146.570786	145.918503	146.688721	146.818130	146.799805
97	146.744537	146.039993	146.866425	146.946625	146.948334
98	146.934723	146.197113	147.068817	147.083344	147.104431
99	147.126633	146.386063	147.288849	147.213394	147.253357
100	147.303482	146.598969	147.515396	147.317581	147.379654
101	147.452042	146.825394	147.735107	147.377701	147.470932
