	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WW\S16_WW-A-0_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WW\S16_WW-A-0_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WW\S16_WW-A-0_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WW\S16_WW-A-0_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WW\S16_WW-A-0_G_02.c3d
	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	X	X	X	X
1	156.319534	157.041962	156.182205	157.320709	156.887680
2	156.501312	157.245026	156.389847	157.552444	157.130066
3	156.681503	157.423050	156.597626	157.739014	157.330383
4	156.851013	157.571533	156.799866	157.879257	157.472260
5	157.000229	157.687912	156.986206	157.968399	157.547623
6	157.121475	157.772141	157.143204	158.005402	157.561157
7	157.210861	157.826630	157.261276	157.995621	157.527664
8	157.268677	157.854477	157.338943	157.950150	157.462524
9	157.298309	157.856262	157.381439	157.880371	157.375656
10	157.305099	157.827362	157.397354	157.794281	157.274200
11	157.296005	157.759781	157.395584	157.698730	157.165359
12	157.278839	157.649796	157.383102	157.602753	157.055954
13	157.258575	157.503555	157.363739	157.516129	156.951538
14	157.234924	157.337036	157.337601	157.444168	156.855591
15	157.204163	157.167938	157.303146	157.384491	156.766174
16	157.162979	157.008270	157.261963	157.330154	156.675903
17	157.109390	156.864136	157.220032	157.275314	156.576248
18	157.042526	156.738281	157.184555	157.217377	156.462051
19	156.960602	156.632294	157.161682	157.155991	156.331528
20	156.857132	156.549515	157.155319	157.090942	156.186386
21	156.722855	156.493134	157.166763	157.022949	156.032776
22	156.553085	156.460297	157.195267	156.954788	155.878418
23	156.350418	156.438232	157.235535	156.891022	155.728622
24	156.125595	156.406876	157.276215	156.835892	155.585052
25	155.896393	156.347153	157.304367	156.790176	155.444611
26	155.679489	156.249359	157.312897	156.751556	155.299667
27	155.484055	156.117416	157.301620	156.717728	155.143204
28	155.311920	155.967346	157.275574	156.686172	154.975296
29	155.161301	155.816788	157.244247	156.651154	154.805740
30	155.028946	155.675049	157.216888	156.604919	154.648300
31	154.910843	155.544388	157.196198	156.541061	154.512238
32	154.803299	155.425201	157.179153	156.457977	154.399963
33	154.706696	155.317719	157.161850	156.360092	154.309265
34	154.625854	155.222000	157.142960	156.255066	154.236252
35	154.565231	155.138916	157.123749	156.148438	154.177017
36	154.524551	155.069824	157.108185	156.043060	154.129242
37	154.497879	155.015091	157.102081	155.940323	154.093506
38	154.477173	154.972595	157.109146	155.840652	154.071945
39	154.456177	154.938492	157.126526	155.743332	154.065323
40	154.431137	154.908066	157.144119	155.647583	154.069046
41	154.398849	154.877365	157.149155	155.553284	154.072113
42	154.356537	154.845734	157.135513	155.461914	154.061340
43	154.304565	154.815964	157.109146	155.376266	154.028625
44	154.247620	154.793335	157.084396	155.300842	153.973557
45	154.192551	154.785461	157.077560	155.241821	153.902908
46	154.144852	154.801270	157.103973	155.208633	153.830612
47	154.110764	154.849030	157.176254	155.212982	153.776306
48	154.102051	154.931580	157.299744	155.266342	153.761017
49	154.134583	155.039459	157.463348	155.376541	153.802994
50	154.218384	155.148895	157.632233	155.541626	153.914505
51	154.345978	155.235886	157.762680	155.744125	154.093613
52	154.492218	155.289795	157.828522	155.952316	154.315186
53	154.624069	155.304214	157.817535	156.129578	154.537750
54	154.705627	155.263092	157.712387	156.236969	154.709167
55	154.693527	155.146423	157.496170	156.233368	154.766418
56	154.550339	154.942276	157.163071	156.083588	154.655380
57	154.266418	154.646042	156.723083	155.770477	154.361786
58	153.861465	154.270706	156.209793	155.313965	153.916595
59	153.377792	153.859863	155.675735	154.770905	153.373108
60	152.875824	153.470566	155.176682	154.214691	152.790146
61	152.417572	153.143768	154.750473	153.710480	152.233124
62	152.040543	152.891891	154.408707	153.293915	151.760681
63	151.749207	152.704330	154.143021	152.968048	151.398575
64	151.525299	152.555649	153.931931	152.714432	151.133163
65	151.340576	152.416473	153.747894	152.505707	150.928268
66	151.169830	152.265228	153.567413	152.316879	150.750992
67	150.999680	152.091202	153.376633	152.132141	150.582321
68	150.827637	151.892258	153.171616	151.945099	150.413910
69	150.657913	151.672119	152.954788	151.756744	150.244019
70	150.496918	151.438370	152.730927	151.571365	150.075058
71	150.350052	151.199020	152.507065	151.392822	149.910995
72	150.221359	150.960831	152.290421	151.223297	149.754486
73	150.112228	150.729584	152.087326	151.062897	149.606247
74	150.020279	150.510590	151.902435	150.911255	149.465530
75	149.939148	150.308212	151.737915	150.768143	149.331177
76	149.861130	150.125168	151.592712	150.633224	149.203354
77	149.780762	149.962158	151.463730	150.505783	149.082657
78	149.696686	149.817444	151.347183	150.385803	148.968872
79	149.610413	149.688309	151.241302	150.273560	148.861374
80	149.524536	149.572311	151.146500	150.168793	148.760468
81	149.442566	149.467438	151.063583	150.071411	148.667236
82	149.367783	149.371948	150.992477	149.982803	148.582916
83	149.302948	149.285461	150.931412	149.904816	148.508286
84	149.251144	149.208527	150.878357	149.838333	148.443588
85	149.215866	149.141464	150.832092	149.783585	148.389053
86	149.199753	149.084671	150.792786	149.741928	148.345184
87	149.204041	149.039581	150.762512	149.715088	148.312759
88	149.228607	149.010010	150.747940	149.704605	148.292130
89	149.272491	149.001724	150.756317	149.711426	148.283524
90	149.334747	149.020630	150.792603	149.737137	148.288345
91	149.416336	149.070007	150.857895	149.782913	148.309875
92	149.519089	149.150955	150.951019	149.849503	148.352951
93	149.644150	149.262192	151.067459	149.937134	148.422623
94	149.791458	149.400818	151.201279	150.045685	148.522614
95	149.960358	149.562927	151.346252	150.174850	148.654007
96	150.148712	149.744247	151.496414	150.323929	148.814941
97	150.352036	149.938873	151.646713	150.489929	149.001114
98	150.563934	150.139160	151.791901	150.666809	149.206299
99	150.777328	150.336304	151.927521	150.846390	149.423431
100	150.985107	150.522995	152.051514	151.019913	149.644882
101	151.181488	150.694321	152.164215	151.180573	149.864548
