	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WOW\S16_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WOW\S16_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WOW\S16_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WOW\S16_WOW-L-nR_G_01.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S16\WOW\S16_WOW-L-nR_G_01.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y
1	2.437456	1.318227	0.936775	2.509676	-0.420300
2	1.435520	0.334310	0.039524	1.532791	-1.356158
3	0.582581	-0.489290	-0.685143	0.656877	-2.076814
4	-0.090891	-1.119933	-1.212468	-0.074295	-2.549327
5	-0.572723	-1.544896	-1.536088	-0.629593	-2.770762
6	-0.864490	-1.768291	-1.664263	-0.990435	-2.764017
7	-0.977737	-1.808236	-1.617281	-1.154502	-2.570953
8	-0.933947	-1.695501	-1.425673	-1.138020	-2.244865
9	-0.765912	-1.469951	-1.128505	-0.973818	-1.845305
10	-0.515375	-1.176553	-0.772359	-0.706709	-1.434025
11	-0.227824	-0.862786	-0.408353	-0.389225	-1.067010
12	0.053328	-0.571697	-0.083479	-0.073952	-0.783822
13	0.292217	-0.332415	0.170175	0.197270	-0.599897
14	0.465012	-0.156945	0.339872	0.400131	-0.508145
15	0.562942	-0.044394	0.429344	0.528298	-0.487832
16	0.592843	0.014902	0.452932	0.589393	-0.512585
17	0.573907	0.037904	0.431413	0.599525	-0.557524
18	0.529769	0.045245	0.386403	0.577569	-0.606492
19	0.478831	0.053376	0.332641	0.539857	-0.653012
20	0.430027	0.067616	0.276909	0.496861	-0.695428
21	0.385988	0.083062	0.221679	0.453050	-0.733355
22	0.347688	0.091132	0.168639	0.409474	-0.766502
23	0.316728	0.084447	0.120877	0.367366	-0.793113
24	0.295008	0.060582	0.082673	0.330181	-0.809851
25	0.283324	0.024837	0.058288	0.302384	-0.813433
26	0.280742	-0.011665	0.050654	0.287221	-0.801419
27	0.286531	-0.038442	0.059774	0.286655	-0.772134
28	0.302370	-0.049164	0.083257	0.302456	-0.725116
29	0.330555	-0.040004	0.118113	0.334978	-0.661853
30	0.371331	-0.009120	0.161350	0.381328	-0.584992
31	0.421657	0.042554	0.210739	0.436918	-0.496913
32	0.475986	0.111751	0.265605	0.497057	-0.400615
33	0.529514	0.192025	0.325680	0.556527	-0.302313
34	0.581034	0.272687	0.389884	0.611275	-0.211494
35	0.632130	0.342745	0.456622	0.659657	-0.136714
36	0.684733	0.396055	0.523021	0.700951	-0.081591
37	0.738054	0.431653	0.584310	0.735555	-0.044243
38	0.788528	0.452409	0.636227	0.765368	-0.018415
39	0.833602	0.465907	0.677056	0.793427	0.005030
40	0.874837	0.482913	0.708315	0.823831	0.034941
41	0.917903	0.512925	0.735226	0.859918	0.077168
42	0.970719	0.562416	0.766584	0.903557	0.135832
43	1.042258	0.635598	0.812231	0.956995	0.215475
44	1.140878	0.734739	0.880180	1.024276	0.321329
45	1.270363	0.858055	0.974616	1.109288	0.456213
46	1.424643	0.997227	1.094211	1.210353	0.615926
47	1.588340	1.138870	1.231324	1.319178	0.789300
48	1.745560	1.270882	1.373560	1.424350	0.962926
49	1.885309	1.386433	1.505343	1.513456	1.123906
50	1.997026	1.479449	1.609946	1.573430	1.258890
51	2.068881	1.542313	1.673853	1.593456	1.354796
52	2.092709	1.569100	1.691338	1.569381	1.403427
53	2.068615	1.558710	1.664498	1.507419	1.405623
54	2.007151	1.519921	1.599745	1.424579	1.374525
55	1.929124	1.469223	1.510307	1.340206	1.331516
56	1.855754	1.421068	1.415996	1.267165	1.293610
57	1.798707	1.384444	1.332912	1.211910	1.268470
58	1.760956	1.365274	1.267947	1.177291	1.258224
59	1.740907	1.366825	1.221707	1.163028	1.262775
