	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new_processing\S12\WOW\S12_WOW-N-nR_G_02.c3d
	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_HFSHK_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	Y	Y	Y	Y	Y	X	X	X	X	X
1	-0.212147	-0.693118	-0.093769	-2.404956	0.419578	164.71835	164.62952	164.75560	164.33482	165.08427
2	-1.448105	-1.812920	-1.397473	-3.425590	-0.576549	164.73648	164.68307	164.80557	164.36227	165.14345
3	-2.559945	-2.736848	-2.566883	-4.203289	-1.467785	164.73625	164.73584	164.84633	164.41225	165.19951
4	-3.461985	-3.418041	-3.511100	-4.734636	-2.191705	164.72897	164.78632	164.87471	164.49783	165.25035
5	-4.112798	-3.855859	-4.193306	-5.047549	-2.722298	164.73296	164.84634	164.90529	164.62677	165.30659
6	-4.515558	-4.078427	-4.624511	-5.182373	-3.069598	164.76277	164.92703	164.95540	164.79765	165.38092
7	-4.706546	-4.129539	-4.848006	-5.181279	-3.265509	164.82045	165.03082	165.02864	165.00369	165.47707
8	-4.738825	-4.061670	-4.922940	-5.084275	-3.348362	164.89716	165.15285	165.11490	165.23505	165.58823
9	-4.668574	-3.925579	-4.908221	-4.926096	-3.354006	164.98277	165.28636	165.20175	165.47549	165.70338
10	-4.545765	-3.758891	-4.847118	-4.736044	-3.310851	165.07407	165.42418	165.28131	165.70149	165.81410
11	-4.406617	-3.585671	-4.761447	-4.539599	-3.238232	165.17247	165.55984	165.34959	165.88899	165.91721
12	-4.271597	-3.422102	-4.658980	-4.356048	-3.149020	165.27657	165.68556	165.40659	166.02112	166.01180
13	-4.150181	-3.278406	-4.543215	-4.195312	-3.053491	165.37985	165.79291	165.45946	166.09061	166.09604
14	-4.045380	-3.158977	-4.417260	-4.059513	-2.959054	165.47369	165.87848	165.51897	166.09650	166.16672
15	-3.954708	-3.065272	-4.284603	-3.947829	-2.868111	165.55276	165.94263	165.58900	166.04411	166.21780
16	-3.872155	-2.997365	-4.149502	-3.859661	-2.779970	165.61430	165.98425	165.65889	165.94562	166.23865
17	-3.793284	-2.952396	-4.016884	-3.795867	-2.695060	165.65524	166.00221	165.70743	165.81575	166.21733
18	-3.717309	-2.925847	-3.891554	-3.759801	-2.615761	165.67159	165.99721	165.71584	165.66821	166.14552
19	-3.646257	-2.914897	-3.778406	-3.755554	-2.546115	165.65932	165.97087	165.67651	165.51456	166.02362
