	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S07\WW\S07_WW-A-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S07\WW\S07_WW-A-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S07\WW\S07_WW-A-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S07\WW\S07_WW-A-0_G_01.c3d Copy	Z:\Projects\CMB_innosuisse_shoe_oa\project_only\Multi-segment foot marker set project\Data\V3D_new processing\S07\WW\S07_WW-A-0_G_01.c3d Copy
	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle	Right_MLAA_Angle
	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	X	X	X	X
1	150.334946	150.955887	151.276718	150.938263	151.516571
2	150.514404	151.163651	151.642853	151.124039	151.768295
3	150.711487	151.338715	151.990494	151.281433	151.967514
4	150.916428	151.470901	152.313828	151.403625	152.130463
5	151.117310	151.550674	152.599716	151.476471	152.267822
6	151.303650	151.570679	152.831558	151.482758	152.381699
7	151.467316	151.530106	152.993744	151.410675	152.467682
8	151.602051	151.436523	153.074707	151.262192	152.518845
9	151.703583	151.305466	153.070541	151.056747	152.527008
10	151.769531	151.155518	152.989975	150.827118	152.485199
11	151.799942	151.001022	152.854797	150.606613	152.391312
12	151.799088	150.849625	152.690018	150.411026	152.252472
13	151.774216	150.707550	152.512436	150.234863	152.086288
14	151.731903	150.584320	152.330627	150.066132	151.912292
15	151.677292	150.491089	152.150818	149.898270	151.743561
16	151.616165	150.430618	151.979874	149.728302	151.586914
17	151.555267	150.395340	151.825531	149.553879	151.447876
18	151.500900	150.373154	151.695770	149.375473	151.332016
19	151.456970	150.351746	151.596710	149.197525	151.242691
20	151.425674	150.319595	151.528732	149.027237	151.179672
21	151.408813	150.269257	151.485077	148.872604	151.140549
22	151.408371	150.201355	151.453049	148.739548	151.122025
23	151.426712	150.123489	151.416397	148.627792	151.120850
24	151.464294	150.043076	151.359985	148.530472	151.134155
25	151.516556	149.963181	151.272903	148.436432	151.160522
26	151.572327	149.885620	151.149979	148.337860	151.198792
27	151.617691	149.813019	150.995560	148.233475	151.247955
28	151.643997	149.746902	150.820068	148.122894	151.305115
29	151.650589	149.689072	150.634567	148.004593	151.362183
30	151.639313	149.643143	150.447189	147.881622	151.405075
31	151.610367	149.614441	150.261261	147.764786	151.421280
32	151.562576	149.606415	150.074860	147.666656	151.407867
33	151.495941	149.619522	149.881363	147.593643	151.371323
34	151.412094	149.649933	149.673538	147.542816	151.321854
35	151.313690	149.687408	149.447006	147.504044	151.267303
36	151.203003	149.714462	149.201447	147.464066	151.209000
37	151.082825	149.717407	148.941284	147.412094	151.143066
38	150.956833	149.696960	148.675064	147.344604	151.066544
39	150.829330	149.663300	148.411957	147.263138	150.978729
40	150.703705	149.623840	148.156937	147.172745	150.879501
41	150.579941	149.580963	147.910828	147.078644	150.767685
42	150.455017	149.538895	147.674576	146.984589	150.642578
43	150.325241	149.503494	147.450912	146.892303	150.506012
44	150.187500	149.479736	147.243835	146.803833	150.363037
45	150.037903	149.470688	147.057190	146.724838	150.219330
46	149.873520	149.477371	146.890884	146.664444	150.078873
47	149.693375	149.499512	146.740280	146.629196	149.944092
48	149.499512	149.529022	146.594772	146.617844	149.815796
49	149.297668	149.544418	146.438507	146.622238	149.692825
50	149.091309	149.510696	146.248566	146.626358	149.571503
51	148.875778	149.390060	145.997513	146.604279	149.445389
52	148.641907	149.166077	145.672409	146.524368	149.303680
53	148.381561	148.862122	145.298950	146.368042	149.131302
54	148.089005	148.526978	144.938843	146.150452	148.917374
55	147.766678	148.205521	144.652512	145.914566	148.664398
56	147.429947	147.919968	144.465256	145.705215	148.387115
57	147.101089	147.667999	144.359940	145.546188	148.100754
58	146.801926	147.437912	144.300552	145.436417	147.810440
59	146.545853	147.225342	144.265610	145.365067	147.513672
60	146.329926	147.025986	144.244141	145.323410	147.212112
61	146.140518	146.828720	144.221100	145.297607	146.914703
62	145.964340	146.617996	144.183105	145.270767	146.631836
63	145.792862	146.383957	144.123703	145.226395	146.368698
64	145.621033	146.125580	144.042877	145.151688	146.121567
65	145.446945	145.847443	143.944244	145.040237	145.882080
66	145.271561	145.556000	143.832153	144.891479	145.645004
67	145.096756	145.258026	143.710602	144.710205	145.410400
68	144.924118	144.959732	143.583206	144.503616	145.179840
69	144.753967	144.666458	143.453094	144.279663	144.955841
70	144.586151	144.381287	143.324371	144.048050	144.739716
71	144.419876	144.105698	143.199295	143.817856	144.531342
72	144.253632	143.841873	143.079239	143.596786	144.330856
73	144.086624	143.592331	142.963074	143.390060	144.139587
74	143.919632	143.358932	142.849350	143.200333	143.959839
75	143.755676	143.141998	142.736099	143.028076	143.792892
76	143.598053	142.941208	142.621292	142.871582	143.638733
77	143.449265	142.758545	142.504486	142.728989	143.496521
78	143.310333	142.596878	142.387894	142.598602	143.365875
79	143.180573	142.457825	142.274338	142.480240	143.247299
80	143.057388	142.341492	142.168121	142.374084	143.141708
81	142.937637	142.247864	142.073181	142.279587	143.049652
82	142.821442	142.177094	141.991653	142.195816	142.971176
83	142.712860	142.128723	141.924896	142.121750	142.904480
84	142.615997	142.101578	141.874100	142.058823	142.847412
85	142.532852	142.093613	141.839722	142.009766	142.798386
86	142.463303	142.101654	141.821564	141.977554	142.758743
87	142.406815	142.120956	141.820129	141.963577	142.731705
88	142.364319	142.148987	141.836258	141.969910	142.720856
89	142.339478	142.188614	141.870743	142.000046	142.728409
90	142.337067	142.246262	141.922821	142.058640	142.756500
91	142.362000	142.328796	141.990952	142.149353	142.806519
92	142.419113	142.443146	142.074173	142.274994	142.879990
93	142.512024	142.593597	142.173203	142.436356	142.978912
94	142.640793	142.779617	142.290497	142.631836	143.106461
95	142.802628	142.997177	142.428406	142.857056	143.264191
96	142.992035	143.240631	142.587067	143.106094	143.451874
97	143.201721	143.504593	142.764755	143.371567	143.667847
98	143.425201	143.781601	142.958267	143.646301	143.907547
99	143.656525	144.063339	143.160995	143.925537	144.163406
100	143.890900	144.340256	143.365341	144.205322	144.425186
101	144.123154	144.602356	143.564606	144.480103	144.681870
